Date,ResourceName,ResourceGroup,Deployment,Metric,Value
2026-05-23,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,19.22
2026-05-23,contoso-foundry-member,rg-ai-member,,InputTokens,188079.51
2026-05-23,contoso-foundry-member,rg-ai-member,,OutputTokens,49842.32
2026-05-23,contoso-foundry-member,rg-ai-member,,TotalCalls,80.54
2026-05-23,contoso-foundry-dev,rg-ai-dev,,InputTokens,197963.87
2026-05-23,contoso-foundry-dev,rg-ai-dev,,OutputTokens,74708.77
2026-05-23,contoso-foundry-dev,rg-ai-dev,,TotalCalls,121.37
2026-05-23,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,259941.47
2026-05-23,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,99992.42
2026-05-23,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,114.71
2026-05-24,contoso-foundry-prod,rg-ai-prod,,InputTokens,330214.23
2026-05-24,contoso-foundry-prod,rg-ai-prod,,OutputTokens,125493.24
2026-05-24,contoso-foundry-prod,rg-ai-prod,,TotalCalls,206.23
2026-05-24,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,36.31
2026-05-24,contoso-foundry-claims,rg-ai-claims,,InputTokens,239478.47
2026-05-24,contoso-foundry-claims,rg-ai-claims,,OutputTokens,61510.14
2026-05-24,contoso-foundry-claims,rg-ai-claims,,TotalCalls,190.22
2026-05-24,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,23.00
2026-05-24,contoso-foundry-member,rg-ai-member,,InputTokens,358282.84
2026-05-24,contoso-foundry-member,rg-ai-member,,OutputTokens,137215.47
2026-05-24,contoso-foundry-member,rg-ai-member,,TotalCalls,161.33
2026-05-24,contoso-foundry-dev,rg-ai-dev,,InputTokens,56996.74
2026-05-24,contoso-foundry-dev,rg-ai-dev,,OutputTokens,18747.18
2026-05-24,contoso-foundry-dev,rg-ai-dev,,TotalCalls,31.82
2026-05-24,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,316223.24
2026-05-24,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,81627.68
2026-05-24,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,144.87
2026-05-25,contoso-foundry-prod,rg-ai-prod,,InputTokens,5825033.87
2026-05-25,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1986955.65
2026-05-25,contoso-foundry-prod,rg-ai-prod,,TotalCalls,5730.00
2026-05-25,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,31.66
2026-05-25,contoso-foundry-claims,rg-ai-claims,,InputTokens,4388458.35
2026-05-25,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1430790.11
2026-05-25,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2685.41
2026-05-25,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,31.79
2026-05-25,contoso-foundry-member,rg-ai-member,,InputTokens,2654378.29
2026-05-25,contoso-foundry-member,rg-ai-member,,OutputTokens,595343.75
2026-05-25,contoso-foundry-member,rg-ai-member,,TotalCalls,1751.77
2026-05-25,contoso-foundry-dev,rg-ai-dev,,InputTokens,1659887.85
2026-05-25,contoso-foundry-dev,rg-ai-dev,,OutputTokens,618460.63
2026-05-25,contoso-foundry-dev,rg-ai-dev,,TotalCalls,754.65
2026-05-25,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2423600.15
2026-05-25,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,753508.55
2026-05-25,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1403.80
2026-05-26,contoso-foundry-prod,rg-ai-prod,,InputTokens,6103099.74
2026-05-26,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1493693.61
2026-05-26,contoso-foundry-prod,rg-ai-prod,,TotalCalls,3072.98
2026-05-26,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,40.60
2026-05-26,contoso-foundry-claims,rg-ai-claims,,InputTokens,3810453.32
2026-05-26,contoso-foundry-claims,rg-ai-claims,,OutputTokens,878127.04
2026-05-26,contoso-foundry-claims,rg-ai-claims,,TotalCalls,4190.82
2026-05-26,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.98
2026-05-26,contoso-foundry-member,rg-ai-member,,InputTokens,1354262.25
2026-05-26,contoso-foundry-member,rg-ai-member,,OutputTokens,488183.34
2026-05-26,contoso-foundry-member,rg-ai-member,,TotalCalls,588.72
2026-05-26,contoso-foundry-dev,rg-ai-dev,,InputTokens,1208195.93
2026-05-26,contoso-foundry-dev,rg-ai-dev,,OutputTokens,402786.13
2026-05-26,contoso-foundry-dev,rg-ai-dev,,TotalCalls,574.53
2026-05-26,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,948199.77
2026-05-26,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,316550.89
2026-05-26,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,481.54
2026-05-27,contoso-foundry-prod,rg-ai-prod,,InputTokens,1690788.97
2026-05-27,contoso-foundry-prod,rg-ai-prod,,OutputTokens,420436.46
2026-05-27,contoso-foundry-prod,rg-ai-prod,,TotalCalls,979.37
2026-05-27,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,32.60
2026-05-27,contoso-foundry-claims,rg-ai-claims,,InputTokens,1975790.27
2026-05-27,contoso-foundry-claims,rg-ai-claims,,OutputTokens,669508.96
2026-05-27,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1314.19
2026-05-27,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,31.29
2026-05-27,contoso-foundry-member,rg-ai-member,,InputTokens,2022407.66
2026-05-27,contoso-foundry-member,rg-ai-member,,OutputTokens,808108.25
2026-05-27,contoso-foundry-member,rg-ai-member,,TotalCalls,1168.45
2026-05-27,contoso-foundry-dev,rg-ai-dev,,InputTokens,1285369.08
2026-05-27,contoso-foundry-dev,rg-ai-dev,,OutputTokens,336973.30
2026-05-27,contoso-foundry-dev,rg-ai-dev,,TotalCalls,788.05
2026-05-27,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2370228.64
2026-05-27,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,653768.31
2026-05-27,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1105.08
2026-05-28,contoso-foundry-prod,rg-ai-prod,,InputTokens,2726726.08
2026-05-28,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1086419.61
2026-05-28,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2497.09
2026-05-28,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,21.86
2026-05-28,contoso-foundry-claims,rg-ai-claims,,InputTokens,1927089.82
2026-05-28,contoso-foundry-claims,rg-ai-claims,,OutputTokens,665896.24
2026-05-28,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1161.72
2026-05-28,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,27.55
2026-05-28,contoso-foundry-member,rg-ai-member,,InputTokens,4176011.13
2026-05-28,contoso-foundry-member,rg-ai-member,,OutputTokens,1482238.56
2026-05-28,contoso-foundry-member,rg-ai-member,,TotalCalls,2111.04
2026-05-28,contoso-foundry-dev,rg-ai-dev,,InputTokens,1043677.27
2026-05-28,contoso-foundry-dev,rg-ai-dev,,OutputTokens,370295.64
2026-05-28,contoso-foundry-dev,rg-ai-dev,,TotalCalls,518.92
2026-05-28,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2364788.21
2026-05-28,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,810756.02
2026-05-28,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1496.35
2026-05-29,contoso-foundry-prod,rg-ai-prod,,InputTokens,3119540.03
2026-05-29,contoso-foundry-prod,rg-ai-prod,,OutputTokens,696453.47
2026-05-29,contoso-foundry-prod,rg-ai-prod,,TotalCalls,3233.55
2026-05-29,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,39.78
2026-05-29,contoso-foundry-claims,rg-ai-claims,,InputTokens,5311980.94
2026-05-29,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1456250.75
2026-05-29,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2213.67
2026-05-29,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,20.71
2026-05-29,contoso-foundry-member,rg-ai-member,,InputTokens,1667609.24
2026-05-29,contoso-foundry-member,rg-ai-member,,OutputTokens,367294.57
2026-05-29,contoso-foundry-member,rg-ai-member,,TotalCalls,754.74
2026-05-29,contoso-foundry-dev,rg-ai-dev,,InputTokens,1700708.60
2026-05-29,contoso-foundry-dev,rg-ai-dev,,OutputTokens,380712.05
2026-05-29,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1465.58
2026-05-29,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1818142.79
2026-05-29,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,449622.96
2026-05-29,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,875.89
2026-05-30,contoso-foundry-prod,rg-ai-prod,,InputTokens,439181.30
2026-05-30,contoso-foundry-prod,rg-ai-prod,,OutputTokens,121476.87
2026-05-30,contoso-foundry-prod,rg-ai-prod,,TotalCalls,227.21
2026-05-30,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,19.70
2026-05-30,contoso-foundry-claims,rg-ai-claims,,InputTokens,166249.20
2026-05-30,contoso-foundry-claims,rg-ai-claims,,OutputTokens,59222.79
2026-05-30,contoso-foundry-claims,rg-ai-claims,,TotalCalls,173.46
2026-05-30,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,19.71
2026-05-30,contoso-foundry-member,rg-ai-member,,InputTokens,359634.76
2026-05-30,contoso-foundry-member,rg-ai-member,,OutputTokens,90622.64
2026-05-30,contoso-foundry-member,rg-ai-member,,TotalCalls,186.37
2026-05-30,contoso-foundry-dev,rg-ai-dev,,InputTokens,177004.42
2026-05-30,contoso-foundry-dev,rg-ai-dev,,OutputTokens,55170.84
2026-05-30,contoso-foundry-dev,rg-ai-dev,,TotalCalls,81.54
2026-05-30,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,274852.99
2026-05-30,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,87967.21
2026-05-30,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,219.19
2026-05-31,contoso-foundry-prod,rg-ai-prod,,InputTokens,891110.80
2026-05-31,contoso-foundry-prod,rg-ai-prod,,OutputTokens,325545.04
2026-05-31,contoso-foundry-prod,rg-ai-prod,,TotalCalls,475.50
2026-05-31,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,23.45
2026-05-31,contoso-foundry-claims,rg-ai-claims,,InputTokens,162178.25
2026-05-31,contoso-foundry-claims,rg-ai-claims,,OutputTokens,41554.68
2026-05-31,contoso-foundry-claims,rg-ai-claims,,TotalCalls,137.29
2026-05-31,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,38.79
2026-05-31,contoso-foundry-member,rg-ai-member,,InputTokens,481614.44
2026-05-31,contoso-foundry-member,rg-ai-member,,OutputTokens,146661.90
2026-05-31,contoso-foundry-member,rg-ai-member,,TotalCalls,313.07
2026-05-31,contoso-foundry-dev,rg-ai-dev,,InputTokens,58699.64
2026-05-31,contoso-foundry-dev,rg-ai-dev,,OutputTokens,21692.99
2026-05-31,contoso-foundry-dev,rg-ai-dev,,TotalCalls,25.51
2026-05-31,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,224571.05
2026-05-31,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,70403.44
2026-05-31,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,194.99
2026-06-01,contoso-foundry-prod,rg-ai-prod,,InputTokens,4673575.25
2026-06-01,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1503401.50
2026-06-01,contoso-foundry-prod,rg-ai-prod,,TotalCalls,1981.04
2026-06-01,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,38.96
2026-06-01,contoso-foundry-claims,rg-ai-claims,,InputTokens,3695265.68
2026-06-01,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1123082.89
2026-06-01,contoso-foundry-claims,rg-ai-claims,,TotalCalls,3187.72
2026-06-01,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,27.93
2026-06-01,contoso-foundry-member,rg-ai-member,,InputTokens,1901346.94
2026-06-01,contoso-foundry-member,rg-ai-member,,OutputTokens,482491.18
2026-06-01,contoso-foundry-member,rg-ai-member,,TotalCalls,2055.04
2026-06-01,contoso-foundry-dev,rg-ai-dev,,InputTokens,548805.66
2026-06-01,contoso-foundry-dev,rg-ai-dev,,OutputTokens,205276.62
2026-06-01,contoso-foundry-dev,rg-ai-dev,,TotalCalls,267.19
2026-06-01,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,790239.48
2026-06-01,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,265806.61
2026-06-01,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,409.43
2026-06-02,contoso-foundry-prod,rg-ai-prod,,InputTokens,6617731.98
2026-06-02,contoso-foundry-prod,rg-ai-prod,,OutputTokens,2249862.79
2026-06-02,contoso-foundry-prod,rg-ai-prod,,TotalCalls,6923.78
2026-06-02,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,40.22
2026-06-02,contoso-foundry-claims,rg-ai-claims,,InputTokens,5562652.82
2026-06-02,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1666616.96
2026-06-02,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2653.12
2026-06-02,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,21.95
2026-06-02,contoso-foundry-member,rg-ai-member,,InputTokens,3686835.88
2026-06-02,contoso-foundry-member,rg-ai-member,,OutputTokens,1020332.97
2026-06-02,contoso-foundry-member,rg-ai-member,,TotalCalls,2563.95
2026-06-02,contoso-foundry-dev,rg-ai-dev,,InputTokens,750514.95
2026-06-02,contoso-foundry-dev,rg-ai-dev,,OutputTokens,197761.90
2026-06-02,contoso-foundry-dev,rg-ai-dev,,TotalCalls,325.69
2026-06-02,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2235881.07
2026-06-02,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,542364.36
2026-06-02,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1149.83
2026-06-03,contoso-foundry-prod,rg-ai-prod,,InputTokens,4110695.34
2026-06-03,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1272407.21
2026-06-03,contoso-foundry-prod,rg-ai-prod,,TotalCalls,1755.22
2026-06-03,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,28.58
2026-06-03,contoso-foundry-claims,rg-ai-claims,,InputTokens,2864874.81
2026-06-03,contoso-foundry-claims,rg-ai-claims,,OutputTokens,715036.10
2026-06-03,contoso-foundry-claims,rg-ai-claims,,TotalCalls,3052.31
2026-06-03,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,18.11
2026-06-03,contoso-foundry-member,rg-ai-member,,InputTokens,3040575.34
2026-06-03,contoso-foundry-member,rg-ai-member,,OutputTokens,1135016.72
2026-06-03,contoso-foundry-member,rg-ai-member,,TotalCalls,1960.06
2026-06-03,contoso-foundry-dev,rg-ai-dev,,InputTokens,481885.05
2026-06-03,contoso-foundry-dev,rg-ai-dev,,OutputTokens,127842.39
2026-06-03,contoso-foundry-dev,rg-ai-dev,,TotalCalls,222.59
2026-06-03,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1217751.74
2026-06-03,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,396650.97
2026-06-03,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,892.81
2026-06-04,contoso-foundry-prod,rg-ai-prod,,InputTokens,7266746.13
2026-06-04,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1816978.04
2026-06-04,contoso-foundry-prod,rg-ai-prod,,TotalCalls,3769.96
2026-06-04,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,40.55
2026-06-04,contoso-foundry-claims,rg-ai-claims,,InputTokens,5358309.58
2026-06-04,contoso-foundry-claims,rg-ai-claims,,OutputTokens,2066348.80
2026-06-04,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2687.77
2026-06-04,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,31.43
2026-06-04,contoso-foundry-member,rg-ai-member,,InputTokens,4321677.73
2026-06-04,contoso-foundry-member,rg-ai-member,,OutputTokens,1465818.72
2026-06-04,contoso-foundry-member,rg-ai-member,,TotalCalls,3590.82
2026-06-04,contoso-foundry-dev,rg-ai-dev,,InputTokens,1816105.24
2026-06-04,contoso-foundry-dev,rg-ai-dev,,OutputTokens,695384.11
2026-06-04,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1744.14
2026-06-04,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1244792.25
2026-06-04,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,370703.56
2026-06-04,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,939.40
2026-06-05,contoso-foundry-prod,rg-ai-prod,,InputTokens,4180155.46
2026-06-05,contoso-foundry-prod,rg-ai-prod,,OutputTokens,949845.02
2026-06-05,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2440.44
2026-06-05,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,35.07
2026-06-05,contoso-foundry-claims,rg-ai-claims,,InputTokens,2099816.84
2026-06-05,contoso-foundry-claims,rg-ai-claims,,OutputTokens,501785.12
2026-06-05,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1496.59
2026-06-05,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,40.30
2026-06-05,contoso-foundry-member,rg-ai-member,,InputTokens,1817806.56
2026-06-05,contoso-foundry-member,rg-ai-member,,OutputTokens,623648.20
2026-06-05,contoso-foundry-member,rg-ai-member,,TotalCalls,817.78
2026-06-05,contoso-foundry-dev,rg-ai-dev,,InputTokens,1253541.66
2026-06-05,contoso-foundry-dev,rg-ai-dev,,OutputTokens,336918.79
2026-06-05,contoso-foundry-dev,rg-ai-dev,,TotalCalls,663.62
2026-06-05,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1490796.01
2026-06-05,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,581426.79
2026-06-05,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,759.84
2026-06-06,contoso-foundry-prod,rg-ai-prod,,InputTokens,635853.72
2026-06-06,contoso-foundry-prod,rg-ai-prod,,OutputTokens,207173.18
2026-06-06,contoso-foundry-prod,rg-ai-prod,,TotalCalls,439.24
2026-06-06,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,32.99
2026-06-06,contoso-foundry-claims,rg-ai-claims,,InputTokens,549272.94
2026-06-06,contoso-foundry-claims,rg-ai-claims,,OutputTokens,218564.25
2026-06-06,contoso-foundry-claims,rg-ai-claims,,TotalCalls,391.20
2026-06-06,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,34.44
2026-06-06,contoso-foundry-member,rg-ai-member,,InputTokens,374209.06
2026-06-06,contoso-foundry-member,rg-ai-member,,OutputTokens,93459.24
2026-06-06,contoso-foundry-member,rg-ai-member,,TotalCalls,244.46
2026-06-06,contoso-foundry-dev,rg-ai-dev,,InputTokens,95750.87
2026-06-06,contoso-foundry-dev,rg-ai-dev,,OutputTokens,32677.14
2026-06-06,contoso-foundry-dev,rg-ai-dev,,TotalCalls,87.64
2026-06-06,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,289242.07
2026-06-06,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,105457.68
2026-06-06,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,185.44
2026-06-07,contoso-foundry-prod,rg-ai-prod,,InputTokens,305248.61
2026-06-07,contoso-foundry-prod,rg-ai-prod,,OutputTokens,114611.66
2026-06-07,contoso-foundry-prod,rg-ai-prod,,TotalCalls,202.68
2026-06-07,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,20.99
2026-06-07,contoso-foundry-claims,rg-ai-claims,,InputTokens,416292.63
2026-06-07,contoso-foundry-claims,rg-ai-claims,,OutputTokens,104526.97
2026-06-07,contoso-foundry-claims,rg-ai-claims,,TotalCalls,306.03
2026-06-07,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,27.28
2026-06-07,contoso-foundry-member,rg-ai-member,,InputTokens,323723.47
2026-06-07,contoso-foundry-member,rg-ai-member,,OutputTokens,118530.38
2026-06-07,contoso-foundry-member,rg-ai-member,,TotalCalls,175.87
2026-06-07,contoso-foundry-dev,rg-ai-dev,,InputTokens,122428.33
2026-06-07,contoso-foundry-dev,rg-ai-dev,,OutputTokens,45311.21
2026-06-07,contoso-foundry-dev,rg-ai-dev,,TotalCalls,80.28
2026-06-07,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,211090.89
2026-06-07,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,54962.22
2026-06-07,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,92.41
2026-06-08,contoso-foundry-prod,rg-ai-prod,,InputTokens,7813175.52
2026-06-08,contoso-foundry-prod,rg-ai-prod,,OutputTokens,2960381.78
2026-06-08,contoso-foundry-prod,rg-ai-prod,,TotalCalls,5825.60
2026-06-08,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,36.38
2026-06-08,contoso-foundry-claims,rg-ai-claims,,InputTokens,5858474.33
2026-06-08,contoso-foundry-claims,rg-ai-claims,,OutputTokens,2235723.57
2026-06-08,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2976.37
2026-06-08,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,33.36
2026-06-08,contoso-foundry-member,rg-ai-member,,InputTokens,4687753.15
2026-06-08,contoso-foundry-member,rg-ai-member,,OutputTokens,1414907.98
2026-06-08,contoso-foundry-member,rg-ai-member,,TotalCalls,4339.82
2026-06-08,contoso-foundry-dev,rg-ai-dev,,InputTokens,2016308.34
2026-06-08,contoso-foundry-dev,rg-ai-dev,,OutputTokens,708271.16
2026-06-08,contoso-foundry-dev,rg-ai-dev,,TotalCalls,923.73
2026-06-08,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,1360752.36
2026-06-08,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,511694.94
2026-06-08,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1213.50
2026-06-09,contoso-foundry-prod,rg-ai-prod,,InputTokens,3481163.57
2026-06-09,contoso-foundry-prod,rg-ai-prod,,OutputTokens,964550.15
2026-06-09,contoso-foundry-prod,rg-ai-prod,,TotalCalls,1819.42
2026-06-09,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,30.34
2026-06-09,contoso-foundry-claims,rg-ai-claims,,InputTokens,4106712.29
2026-06-09,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1098489.09
2026-06-09,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2045.03
2026-06-09,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,21.70
2026-06-09,contoso-foundry-member,rg-ai-member,,InputTokens,2050467.38
2026-06-09,contoso-foundry-member,rg-ai-member,,OutputTokens,487158.04
2026-06-09,contoso-foundry-member,rg-ai-member,,TotalCalls,1125.05
2026-06-09,contoso-foundry-dev,rg-ai-dev,,InputTokens,527341.38
2026-06-09,contoso-foundry-dev,rg-ai-dev,,OutputTokens,119374.64
2026-06-09,contoso-foundry-dev,rg-ai-dev,,TotalCalls,233.57
2026-06-09,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,2725550.45
2026-06-09,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,627263.02
2026-06-09,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1139.87
2026-06-10,contoso-foundry-prod,rg-ai-prod,,InputTokens,7426264.97
2026-06-10,contoso-foundry-prod,rg-ai-prod,,OutputTokens,2659212.34
2026-06-10,contoso-foundry-prod,rg-ai-prod,,TotalCalls,3642.11
2026-06-10,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,37.10
2026-06-10,contoso-foundry-claims,rg-ai-claims,,InputTokens,2994384.46
2026-06-10,contoso-foundry-claims,rg-ai-claims,,OutputTokens,980065.10
2026-06-10,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1348.73
2026-06-10,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,32.70
2026-06-10,contoso-foundry-member,rg-ai-member,,InputTokens,1524746.26
2026-06-10,contoso-foundry-member,rg-ai-member,,OutputTokens,339502.68
2026-06-10,contoso-foundry-member,rg-ai-member,,TotalCalls,725.47
2026-06-10,contoso-foundry-dev,rg-ai-dev,,InputTokens,1962024.54
2026-06-10,contoso-foundry-dev,rg-ai-dev,,OutputTokens,482146.91
2026-06-10,contoso-foundry-dev,rg-ai-dev,,TotalCalls,1370.26
2026-06-10,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,935313.70
2026-06-10,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,336032.95
2026-06-10,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,900.87
2026-06-11,contoso-foundry-prod,rg-ai-prod,,InputTokens,8496803.35
2026-06-11,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1949070.17
2026-06-11,contoso-foundry-prod,rg-ai-prod,,TotalCalls,6208.46
2026-06-11,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,21.79
2026-06-11,contoso-foundry-claims,rg-ai-claims,,InputTokens,3186912.24
2026-06-11,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1110876.70
2026-06-11,contoso-foundry-claims,rg-ai-claims,,TotalCalls,1665.67
2026-06-11,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,39.38
2026-06-11,contoso-foundry-member,rg-ai-member,,InputTokens,3354765.44
2026-06-11,contoso-foundry-member,rg-ai-member,,OutputTokens,1036604.33
2026-06-11,contoso-foundry-member,rg-ai-member,,TotalCalls,1454.19
2026-06-11,contoso-foundry-dev,rg-ai-dev,,InputTokens,1364115.06
2026-06-11,contoso-foundry-dev,rg-ai-dev,,OutputTokens,370160.33
2026-06-11,contoso-foundry-dev,rg-ai-dev,,TotalCalls,578.96
2026-06-11,contoso-foundry-analytics,rg-ai-analytics,,InputTokens,3314474.16
2026-06-11,contoso-foundry-analytics,rg-ai-analytics,,OutputTokens,808170.92
2026-06-11,contoso-foundry-analytics,rg-ai-analytics,,TotalCalls,1456.77
2026-06-12,contoso-foundry-prod,rg-ai-prod,,InputTokens,4810724.99
2026-06-12,contoso-foundry-prod,rg-ai-prod,,OutputTokens,1561494.15
2026-06-12,contoso-foundry-prod,rg-ai-prod,,TotalCalls,2709.88
2026-06-12,contoso-foundry-prod,rg-ai-prod,,ProvisionedUtilization,20.68
2026-06-12,contoso-foundry-claims,rg-ai-claims,,InputTokens,5233668.67
2026-06-12,contoso-foundry-claims,rg-ai-claims,,OutputTokens,1423127.02
2026-06-12,contoso-foundry-claims,rg-ai-claims,,TotalCalls,2988.76
2026-06-12,contoso-foundry-claims,rg-ai-claims,,ProvisionedUtilization,18.70
2026-06-12,contoso-foundry-member,rg-ai-member,,InputTokens,3317010.08
2026-06-12,contoso-foundry-member,rg-ai-member,,OutputTokens,958953.49
2026-06-12,contoso-foundry-member,rg-ai-member,,TotalCalls,1849.44
2026-06-12,contoso-foundry-dev,rg-ai-dev,,InputTokens,1925617.22
2026-06-12,contoso-foundry-dev,rg-ai-dev,,OutputTokens,737202.59
2026-06-12,contoso-foundry-dev,rg-ai-dev,,TotalCalls,859.88
