BillingPlan Id,BillingPlan Name,Environment Id,Environment Name,Capacity Type,Entitled Quantity,Prepaid Consumed Quantity,Pay as you go Consumed Quantity,Usage Date
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,300,85,5/18/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,147,0,5/18/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,150,40,5/18/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,14,5/18/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,64,5/18/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,99,5/18/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,106,5/18/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,48,5/18/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,79,5/19/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,300,64,5/19/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,85,5/19/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,150,85,5/19/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,25,5/19/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,11,5/19/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,2,5/19/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,27,0,5/19/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,41,5/19/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,116,0,5/20/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,274,0,5/20/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,138,0,5/20/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,150,74,5/20/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,98,5/20/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,50,5/20/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,52,5/20/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,30,5/20/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,45,5/20/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,188,5/21/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,300,30,5/21/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,115,5/21/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,89,0,5/21/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,47,5/21/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,23,5/21/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,90,5/21/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,58,0,5/21/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,58,5/21/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,66,0,5/22/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,178,0,5/22/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,147,0,5/22/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,148,0,5/22/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,82,5/22/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,64,5/22/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,74,5/22/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,129,5/22/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,60,5/22/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,20,0,5/23/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,6,0,5/23/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,31,0,5/23/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,16,0,5/23/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,5,5/23/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,9,5/23/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,11,0,5/23/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,25,0,5/23/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,9,5/23/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,41,0,5/24/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,59,0,5/24/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,35,0,5/24/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,10,0,5/24/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,2,5/24/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,2,5/24/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,8,0,5/24/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,10,0,5/24/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,5,5/24/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,27,5/25/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,119,0,5/25/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,32,5/25/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,86,0,5/25/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,119,5/25/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,86,5/25/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,55,5/25/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,76,0,5/25/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,53,5/25/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,37,5/26/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,172,0,5/26/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,29,5/26/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,86,0,5/26/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,57,5/26/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,28,5/26/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,72,5/26/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,51,5/26/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,89,5/26/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,133,5/27/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,300,149,5/27/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,132,0,5/27/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,150,143,5/27/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,90,5/27/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,26,5/27/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,79,5/27/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,55,5/27/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,88,5/27/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,304,0,5/28/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,153,0,5/28/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,17,5/28/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,52,0,5/28/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,47,5/28/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,110,5/28/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,22,5/28/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,64,5/28/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,21,5/28/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,45,5/29/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,128,0,5/29/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,199,5/29/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,132,0,5/29/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,108,5/29/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,28,5/29/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,67,39,5/29/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,47,5/29/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,40,5/29/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,41,0,5/30/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,35,0,5/30/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,7,0,5/30/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,40,0,5/30/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,9,5/30/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,8,5/30/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,7,0,5/30/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,12,0,5/30/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,8,5/30/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,21,0,5/31/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,31,0,5/31/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,9,0,5/31/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,35,0,5/31/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,14,5/31/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,9,5/31/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,22,0,5/31/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,10,0,5/31/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,11,5/31/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,128,0,6/1/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,170,0,6/1/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,65,0,6/1/2026 12:00:00 AM
99b90bea-4434-dae7-e4ec-49cf17e54d9d,Contoso Health Capacity,59a0f3c4-0dbc-05fa-3114-e0e4a9ed627b,Clinical Assistant,MCSMessages,4500,116,0,6/1/2026 12:00:00 AM
c253f352-ab34-12ba-de3c-9f6f7e16d29a,,7eb9044d-c52b-a2dc-fc18-2b3c39fbb388,Care Plan Test,MCSMessages,0,0,13,6/1/2026 12:00:00 AM
348b117c-9ac2-5cd0-d426-296c51796355,,d595a4e0-2781-3313-aa8d-6ed25942c5ea,Ask Contoso Test,MCSMessages,0,0,74,6/1/2026 12:00:00 AM
541bd8f3-a230-481b-565e-6438d5bd05fe,Contoso Health Capacity,5ee70314-9715-10be-03eb-0ece636ed411,Pharmacy Pilot,MCSMessages,2000,30,0,6/1/2026 12:00:00 AM
6271c993-f266-5c19-b29f-33f3afdef232,Contoso Health Capacity,4ea29527-aae9-2482-2849-9c9fc2f59b3b,Provider Portal,MCSMessages,3000,100,126,6/1/2026 12:00:00 AM
d1cc2c72-bdba-ebe8-20d4-a2ebe4895f87,,423e705c-b9ba-8bba-894c-2debf976f9f7,HR Helpdesk,MCSMessages,0,0,19,6/1/2026 12:00:00 AM
5a06f870-6ebc-f8e5-da4a-378af6e32655,Contoso Health Capacity,632f5262-ff7c-664f-b383-4a8f0b395fde,AI Centre of Excellence,MCSMessages,12000,400,95,6/2/2026 12:00:00 AM
f2e0767b-3746-7143-aee9-a25e4b0b395d,Contoso Health Capacity,13a55d62-a7f3-b2e7-6d8f-5b05a74e8821,Member Services Live,MCSMessages,9000,145,0,6/2/2026 12:00:00 AM
d643615f-7c3b-21a9-b9f3-76ce18c3da02,Contoso Health Capacity,f148bf2c-e3b1-9c7e-ad62-fb4831aeb13f,Claims Automation,MCSMessages,7000,233,43,6/2/2026 12:00:00 AM
