"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","total_monthly_quota","organization","repository","cost_center_name","aic_quantity","aic_gross_amount"
"2026-05-11","efairbrother","copilot","coding_agent_ai_credit","Coding Agent model","156.871466","ai-credits","0.01","1.568715","1.568715","0.000000","7000","contoso-data","","Data Platform","0","0"
"2026-05-11","elindquist","copilot","copilot_ai_credit","Claude Sonnet 5","252.832296","ai-credits","0.01","2.528323","2.528323","0.000000","7000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","elindquist","copilot","copilot_ai_credit","Claude Sonnet 5","193.841372","ai-credits","0.01","1.938414","1.938414","0.000000","7000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","elindquist","copilot","copilot_ai_credit","GPT-5.3-Codex","193.598419","ai-credits","0.01","1.935984","1.935984","0.000000","7000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","elymington","copilot","copilot_ai_credit","Claude Haiku 4.5","467.164910","ai-credits","0.01","4.671649","4.671649","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","elymington","copilot","copilot_ai_credit","GPT-5.4","405.139220","ai-credits","0.01","4.051392","4.051392","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","elymington","copilot","copilot_ai_credit","GPT-5.3-Codex","398.217738","ai-credits","0.01","3.982177","3.982177","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","eyaxley","copilot","copilot_ai_credit","GPT-5.6 Terra","352.420310","ai-credits","0.01","3.524203","3.524203","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","eyaxley","copilot","copilot_ai_credit","GPT-5.6 Sol","41.440796","ai-credits","0.01","0.414408","0.414408","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","eyaxley","copilot","copilot_ai_credit","Claude Sonnet 5","83.464208","ai-credits","0.01","0.834642","0.834642","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","fballantyne","copilot","copilot_ai_credit","Gemini 3.1 Pro","198.217527","ai-credits","0.01","1.982175","1.982175","0.000000","3000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","fballantyne","copilot","coding_agent_ai_credit","Coding Agent model","212.601441","ai-credits","0.01","2.126014","2.126014","0.000000","3000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","fballantyne","copilot","copilot_ai_credit","GPT-5.6 Terra","309.541792","ai-credits","0.01","3.095418","3.095418","0.000000","3000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","ffotheringay","copilot","copilot_ai_credit","Claude Opus 5","49.482985","ai-credits","0.01","0.494830","0.494830","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","ffotheringay","copilot","coding_agent_ai_credit","Coding Agent model","232.971321","ai-credits","0.01","2.329713","2.329713","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","ffotheringay","copilot","copilot_ai_credit","GPT-5.3-Codex","17.908183","ai-credits","0.01","0.179082","0.179082","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","fpetrie","copilot","coding_agent_ai_credit","Coding Agent model","109.493582","ai-credits","0.01","1.094936","1.094936","0.000000","7000","contoso-data","","Claims Platform","0","0"
"2026-05-11","fpetrie","copilot","copilot_ai_credit","GPT-5.3-Codex","328.650224","ai-credits","0.01","3.286502","3.286502","0.000000","7000","contoso-data","","Claims Platform","0","0"
"2026-05-11","fhawksworth","copilot","copilot_ai_credit","GPT-5.6 Sol","127.586361","ai-credits","0.01","1.275864","1.275864","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","fhawksworth","copilot","copilot_ai_credit","GPT-5.6 Luna","177.059674","ai-credits","0.01","1.770597","1.770597","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","fyeovil","copilot","copilot_ai_credit","Claude Opus 5","135.267161","ai-credits","0.01","1.352672","1.352672","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","fyeovil","copilot","copilot_ai_credit","GPT-5.6 Luna","111.946794","ai-credits","0.01","1.119468","1.119468","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","framsbottom","copilot","copilot_ai_credit","GPT-5.4","17.905639","ai-credits","0.01","0.179056","0.179056","0.000000","3000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","framsbottom","copilot","copilot_ai_credit","GPT-5.6 Terra","32.168129","ai-credits","0.01","0.321681","0.321681","0.000000","3000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","ffairweather","copilot","copilot_ai_credit","GPT-5.6 Luna","983.899522","ai-credits","0.01","9.838995","9.838995","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-11","ffairweather","copilot","copilot_ai_credit","GPT-5.6 Luna","68.044253","ai-credits","0.01","0.680443","0.680443","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-11","fwilloughby","copilot","copilot_ai_credit","GPT-5.3-Codex","125.227232","ai-credits","0.01","1.252272","1.252272","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","fwilloughby","copilot","copilot_ai_credit","Claude Haiku 4.5","156.071150","ai-credits","0.01","1.560711","1.560712","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","gtarrington","copilot","copilot_ai_credit","GPT-5.6 Terra","140.508739","ai-credits","0.01","1.405087","1.405087","0.000000","7000","contoso-eng","","Member Digital","0","0"
"2026-05-11","gtarrington","copilot","copilot_ai_credit","GPT-5.4","169.145030","ai-credits","0.01","1.691450","1.691450","0.000000","7000","contoso-eng","","Member Digital","0","0"
"2026-05-11","gtarrington","copilot","copilot_ai_credit","GPT-5.3-Codex","180.317128","ai-credits","0.01","1.803171","1.803171","0.000000","7000","contoso-eng","","Member Digital","0","0"
"2026-05-11","gballantyne","copilot","copilot_ai_credit","GPT-5.6 Terra","76.634922","ai-credits","0.01","0.766349","0.766349","0.000000","7000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","gballantyne","copilot","copilot_ai_credit","GPT-5.6 Terra","15.471991","ai-credits","0.01","0.154720","0.154720","0.000000","7000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","gpostlethwaite","copilot","coding_agent_ai_credit","Coding Agent model","30.199374","ai-credits","0.01","0.301994","0.301994","0.000000","7000","contoso-digital","","Member Digital","0","0"
"2026-05-11","gpostlethwaite","copilot","copilot_ai_credit","GPT-5.6 Luna","109.171245","ai-credits","0.01","1.091712","1.091712","0.000000","7000","contoso-digital","","Member Digital","0","0"
"2026-05-11","gtremayne","copilot","copilot_ai_credit","GPT-5.6 Sol","73.329694","ai-credits","0.01","0.733297","0.733297","0.000000","7000","contoso-eng","","Clinical Systems","0","0"
"2026-05-11","gtremayne","copilot","copilot_ai_credit","Claude Opus 5","9.195680","ai-credits","0.01","0.091957","0.091957","0.000000","7000","contoso-eng","","Clinical Systems","0","0"
"2026-05-11","gtremayne","copilot","copilot_ai_credit","GPT-5.6 Terra","62.670211","ai-credits","0.01","0.626702","0.626702","0.000000","7000","contoso-eng","","Clinical Systems","0","0"
"2026-05-11","gvansittart","copilot","coding_agent_ai_credit","Coding Agent model","286.671337","ai-credits","0.01","2.866713","2.866713","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-11","gvansittart","copilot","copilot_ai_credit","GPT-5.6 Terra","277.782672","ai-credits","0.01","2.777827","2.777827","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-11","gvansittart","copilot","copilot_ai_credit","GPT-5.6 Terra","215.654230","ai-credits","0.01","2.156542","2.156542","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-11","hkingsmill","copilot","copilot_ai_credit","Claude Sonnet 5","176.651908","ai-credits","0.01","1.766519","1.766519","0.000000","7000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","hkingsmill","copilot","copilot_ai_credit","GPT-5.6 Terra","127.509959","ai-credits","0.01","1.275100","1.275100","0.000000","7000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","hkingsmill","copilot","copilot_ai_credit","GPT-5.6 Terra","57.050718","ai-credits","0.01","0.570507","0.570507","0.000000","7000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","hcoltrane","copilot","copilot_ai_credit","GPT-5.3-Codex","23.670729","ai-credits","0.01","0.236707","0.236707","0.000000","3000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","hcoltrane","copilot","copilot_ai_credit","GPT-5.6 Terra","343.799932","ai-credits","0.01","3.437999","3.437999","0.000000","3000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","hrutherford","copilot","copilot_ai_credit","Claude Haiku 4.5","155.969795","ai-credits","0.01","1.559698","1.559698","0.000000","3000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","hfairweather","copilot","copilot_ai_credit","GPT-5.3-Codex","231.686880","ai-credits","0.01","2.316869","2.316869","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","ipennington2","copilot","copilot_ai_credit","Claude Opus 5","81.483458","ai-credits","0.01","0.814835","0.814835","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","ioglethorpe","copilot","copilot_ai_credit","GPT-5.6 Terra","301.782672","ai-credits","0.01","3.017827","3.017827","0.000000","3000","contoso-data","","Core Infrastructure","0","0"
"2026-05-11","ifenwick","copilot","copilot_ai_credit","Claude Sonnet 5","255.259787","ai-credits","0.01","2.552598","2.552598","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","ifenwick","copilot","copilot_ai_credit","Claude Sonnet 5","240.027753","ai-credits","0.01","2.400278","2.400278","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","ifenwick","copilot","copilot_ai_credit","GPT-5.6 Terra","241.630508","ai-credits","0.01","2.416305","2.416305","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","ieastgate","copilot","copilot_ai_credit","Claude Haiku 4.5","170.074056","ai-credits","0.01","1.700741","1.700741","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","ieastgate","copilot","copilot_ai_credit","Claude Opus 5","264.875322","ai-credits","0.01","2.648753","2.648753","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","ieastgate","copilot","copilot_ai_credit","GPT-5.6 Terra","195.924659","ai-credits","0.01","1.959247","1.959247","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","iwrexham","copilot","copilot_ai_credit","GPT-5.4","158.260888","ai-credits","0.01","1.582609","1.582609","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","jyeovil","copilot","copilot_ai_credit","GPT-5.6 Terra","86.159661","ai-credits","0.01","0.861597","0.861597","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","jcholmondeley","copilot","copilot_ai_credit","Claude Sonnet 5","40.313835","ai-credits","0.01","0.403138","0.403138","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","jivorson","copilot","copilot_ai_credit","GPT-5.6 Luna","97.689114","ai-credits","0.01","0.976891","0.976891","0.000000","7000","contoso-eng","","Member Digital","0","0"
"2026-05-11","jivorson","copilot","copilot_ai_credit","Claude Haiku 4.5","33.385337","ai-credits","0.01","0.333853","0.333853","0.000000","7000","contoso-eng","","Member Digital","0","0"
"2026-05-11","josbaldeston","copilot","copilot_ai_credit","GPT-5.4","288.998567","ai-credits","0.01","2.889986","2.889986","0.000000","7000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","josbaldeston","copilot","copilot_ai_credit","GPT-5.6 Sol","65.745095","ai-credits","0.01","0.657451","0.657451","0.000000","7000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","jthorncroft","copilot","copilot_ai_credit","Claude Sonnet 5","253.168010","ai-credits","0.01","2.531680","2.531680","0.000000","7000","contoso-data","","Member Digital","0","0"
"2026-05-11","jthorncroft","copilot","copilot_ai_credit","GPT-5.3-Codex","91.287966","ai-credits","0.01","0.912880","0.912880","0.000000","7000","contoso-data","","Member Digital","0","0"
"2026-05-11","jthorncroft","copilot","copilot_ai_credit","GPT-5.3-Codex","42.740800","ai-credits","0.01","0.427408","0.427408","0.000000","7000","contoso-data","","Member Digital","0","0"
"2026-05-11","kgranville","copilot","copilot_ai_credit","Claude Opus 5","75.439334","ai-credits","0.01","0.754393","0.754393","0.000000","7000","contoso-data","","Data Platform","0","0"
"2026-05-11","kknatchbull2","copilot","copilot_ai_credit","GPT-5.6 Terra","18.174500","ai-credits","0.01","0.181745","0.181745","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","kknatchbull2","copilot","copilot_ai_credit","GPT-5.6 Luna","154.701280","ai-credits","0.01","1.547013","1.547013","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","kknatchbull2","copilot","copilot_ai_credit","Gemini 3.1 Pro","102.777765","ai-credits","0.01","1.027778","1.027778","0.000000","7000","contoso-eng","","Data Platform","0","0"
"2026-05-11","krothwell","copilot","copilot_ai_credit","GPT-5.6 Terra","545.315977","ai-credits","0.01","5.453160","5.453160","0.000000","3000","contoso-data","","Claims Platform","0","0"
"2026-05-11","lufford","copilot","copilot_ai_credit","GPT-5.3-Codex","198.133995","ai-credits","0.01","1.981340","1.981340","0.000000","3000","contoso-eng","","Member Digital","0","0"
"2026-05-11","mpargeter","copilot","copilot_ai_credit","Claude Opus 5","413.465395","ai-credits","0.01","4.134654","4.134654","0.000000","7000","contoso-digital","","Data Platform","0","0"
"2026-05-11","mpargeter","copilot","copilot_ai_credit","Claude Sonnet 5","111.853418","ai-credits","0.01","1.118534","1.118534","0.000000","7000","contoso-digital","","Data Platform","0","0"
"2026-05-11","mpargeter","copilot","copilot_ai_credit","GPT-5.4","282.432214","ai-credits","0.01","2.824322","2.824322","0.000000","7000","contoso-digital","","Data Platform","0","0"
"2026-05-11","mfoxcroft","copilot","copilot_ai_credit","GPT-5.6 Terra","136.878143","ai-credits","0.01","1.368781","1.368781","0.000000","3000","contoso-eng","","Member Digital","0","0"
"2026-05-11","mfoxcroft","copilot","copilot_ai_credit","GPT-5.6 Sol","52.050022","ai-credits","0.01","0.520500","0.520500","0.000000","3000","contoso-eng","","Member Digital","0","0"
"2026-05-11","mfoxcroft","copilot","coding_agent_ai_credit","Coding Agent model","262.306273","ai-credits","0.01","2.623063","2.623063","0.000000","3000","contoso-eng","","Member Digital","0","0"
"2026-05-11","mprescott","copilot","copilot_ai_credit","GPT-5.6 Terra","17.582656","ai-credits","0.01","0.175827","0.175827","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","mprescott","copilot","copilot_ai_credit","Claude Opus 5","127.861978","ai-credits","0.01","1.278620","1.278620","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","mprescott","copilot","coding_agent_ai_credit","Coding Agent model","35.906376","ai-credits","0.01","0.359064","0.359064","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","mquibell","copilot","copilot_ai_credit","GPT-5.3-Codex","317.510157","ai-credits","0.01","3.175102","3.175102","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","mquibell","copilot","copilot_ai_credit","GPT-5.6 Terra","143.107269","ai-credits","0.01","1.431073","1.431073","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","mfoxcroft2","copilot","copilot_ai_credit","GPT-5.6 Luna","807.055544","ai-credits","0.01","8.070555","8.070555","0.000000","3000","contoso-eng","","Clinical Systems","0","0"
"2026-05-11","mfoxcroft2","copilot","copilot_ai_credit","GPT-5.4","551.019526","ai-credits","0.01","5.510195","5.510195","0.000000","3000","contoso-eng","","Clinical Systems","0","0"
"2026-05-11","moglethorpe2","copilot","copilot_ai_credit","Gemini 3.1 Pro","142.491584","ai-credits","0.01","1.424916","1.424916","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","moglethorpe2","copilot","copilot_ai_credit","GPT-5.6 Terra","232.836987","ai-credits","0.01","2.328370","2.328370","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","nabernathy","copilot","copilot_ai_credit","GPT-5.6 Terra","211.528831","ai-credits","0.01","2.115288","2.115288","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-11","nabernathy","copilot","copilot_ai_credit","GPT-5.6 Luna","57.701343","ai-credits","0.01","0.577013","0.577013","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-11","neversleigh","copilot","copilot_ai_credit","Claude Opus 5","99.775108","ai-credits","0.01","0.997751","0.997751","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","njolliffe","copilot","copilot_ai_credit","GPT-5.6 Terra","13.385090","ai-credits","0.01","0.133851","0.133851","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","njolliffe","copilot","copilot_ai_credit","GPT-5.6 Sol","115.457544","ai-credits","0.01","1.154575","1.154575","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","njolliffe","copilot","copilot_ai_credit","GPT-5.6 Terra","55.265475","ai-credits","0.01","0.552655","0.552655","0.000000","7000","contoso-data","","Digital Engineering","0","0"
"2026-05-11","odinsdale","copilot","copilot_ai_credit","Claude Opus 5","167.984403","ai-credits","0.01","1.679844","1.679844","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-11","omicklethwait","copilot","copilot_ai_credit","GPT-5.4","155.539704","ai-credits","0.01","1.555397","1.555397","0.000000","7000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-11","oselwyn","copilot","copilot_ai_credit","Claude Sonnet 5","285.047078","ai-credits","0.01","2.850471","2.850471","0.000000","7000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","oselwyn","copilot","copilot_ai_credit","GPT-5.4","212.341722","ai-credits","0.01","2.123417","2.123417","0.000000","7000","contoso-digital","","Clinical Systems","0","0"
"2026-05-11","owhitcombe","copilot","copilot_ai_credit","GPT-5.6 Luna","74.153448","ai-credits","0.01","0.741534","0.741534","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","owhitcombe","copilot","copilot_ai_credit","GPT-5.4","218.579093","ai-credits","0.01","2.185791","2.185791","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","oglossop","copilot","copilot_ai_credit","Claude Haiku 4.5","1331.677571","ai-credits","0.01","13.316776","13.316776","0.000000","3000","contoso-data","","Core Infrastructure","0","0"
"2026-05-11","oglossop","copilot","copilot_ai_credit","GPT-5.6 Terra","373.794055","ai-credits","0.01","3.737941","3.737941","0.000000","3000","contoso-data","","Core Infrastructure","0","0"
"2026-05-11","olattimore","copilot","copilot_ai_credit","MAI-Code-1-Flash","25.641246","ai-credits","0.01","0.256412","0.256412","0.000000","3000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","olattimore","copilot","copilot_ai_credit","Claude Sonnet 5","45.363558","ai-credits","0.01","0.453636","0.453636","0.000000","3000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","osomerville","copilot","copilot_ai_credit","Claude Sonnet 5","199.027037","ai-credits","0.01","1.990270","1.990270","0.000000","7000","contoso-digital","","Member Digital","0","0"
"2026-05-11","ohalloway","copilot","copilot_ai_credit","GPT-5.6 Terra","292.572722","ai-credits","0.01","2.925727","2.925727","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","ohalloway","copilot","copilot_ai_credit","Claude Sonnet 5","305.522639","ai-credits","0.01","3.055226","3.055226","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","ohalloway","copilot","copilot_ai_credit","GPT-5.6 Terra","277.682505","ai-credits","0.01","2.776825","2.776825","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","okettering2","copilot","copilot_ai_credit","GPT-5.6 Luna","222.473618","ai-credits","0.01","2.224736","2.224736","0.000000","3000","contoso-data","","Clinical Systems","0","0"
"2026-05-11","pramsbottom","copilot","copilot_ai_credit","GPT-5.3-Codex","156.064882","ai-credits","0.01","1.560649","1.560649","0.000000","3000","contoso-eng","","Member Digital","0","0"
"2026-05-11","pkembleford","copilot","copilot_ai_credit","Claude Sonnet 5","54.355831","ai-credits","0.01","0.543558","0.543558","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","pkembleford","copilot","coding_agent_ai_credit","Coding Agent model","12.324779","ai-credits","0.01","0.123248","0.123248","0.000000","3000","contoso-data","","Member Digital","0","0"
"2026-05-11","pmarchetti","copilot","copilot_ai_credit","Claude Opus 5","196.879660","ai-credits","0.01","1.968797","1.968797","0.000000","7000","contoso-digital","","Data Platform","0","0"
"2026-05-11","ppostlethwaite","copilot","coding_agent_ai_credit","Coding Agent model","235.817102","ai-credits","0.01","2.358171","2.358171","0.000000","7000","contoso-digital","","Claims Platform","0","0"
"2026-05-11","pbeauchamp","copilot","copilot_ai_credit","Claude Opus 5","374.758050","ai-credits","0.01","3.747581","3.747581","0.000000","7000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","pbeauchamp","copilot","copilot_ai_credit","GPT-5.3-Codex","378.459921","ai-credits","0.01","3.784599","3.784599","0.000000","7000","contoso-eng","","Digital Engineering","0","0"
"2026-05-11","qgranville","copilot","copilot_ai_credit","GPT-5.6 Luna","390.142223","ai-credits","0.01","3.901422","3.901422","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","qgranville","copilot","copilot_ai_credit","Claude Sonnet 5","250.309267","ai-credits","0.01","2.503093","2.503093","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","qgranville","copilot","copilot_ai_credit","Claude Haiku 4.5","359.350919","ai-credits","0.01","3.593509","3.593509","0.000000","3000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-11","rgoldsworthy","copilot","coding_agent_ai_credit","Coding Agent model","117.770359","ai-credits","0.01","1.177704","1.177704","0.000000","3000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","athorncroft","copilot","copilot_ai_credit","GPT-5.6 Terra","158.947390","ai-credits","0.01","1.589474","1.589474","0.000000","7000","contoso-digital","","Digital Engineering","0","0"
"2026-05-12","athorncroft","copilot","copilot_ai_credit","GPT-5.3-Codex","83.537684","ai-credits","0.01","0.835377","0.835377","0.000000","7000","contoso-digital","","Digital Engineering","0","0"
"2026-05-12","athorncroft","copilot","copilot_ai_credit","GPT-5.6 Terra","126.072621","ai-credits","0.01","1.260726","1.260726","0.000000","7000","contoso-digital","","Digital Engineering","0","0"
"2026-05-12","abarrowman","copilot","copilot_ai_credit","GPT-5.6 Terra","236.275419","ai-credits","0.01","2.362754","2.362754","0.000000","7000","contoso-data","","Claims Platform","0","0"
"2026-05-12","adinsdale","copilot","coding_agent_ai_credit","Coding Agent model","404.726160","ai-credits","0.01","4.047262","4.047262","0.000000","3000","contoso-eng","","Clinical Systems","0","0"
"2026-05-12","adinsdale","copilot","copilot_ai_credit","GPT-5.4","87.942100","ai-credits","0.01","0.879421","0.879421","0.000000","3000","contoso-eng","","Clinical Systems","0","0"
"2026-05-12","aravensworth","copilot","copilot_ai_credit","Claude Sonnet 5","194.327607","ai-credits","0.01","1.943276","1.943276","0.000000","7000","contoso-eng","","Digital Engineering","0","0"
"2026-05-12","bwainwright","copilot","copilot_ai_credit","GPT-5.3-Codex","99.741108","ai-credits","0.01","0.997411","0.997411","0.000000","3000","contoso-eng","","Data Platform","0","0"
"2026-05-12","bwainwright","copilot","copilot_ai_credit","GPT-5.6 Sol","105.145296","ai-credits","0.01","1.051453","1.051453","0.000000","3000","contoso-eng","","Data Platform","0","0"
"2026-05-12","bwainwright","copilot","copilot_ai_credit","GPT-5.6 Sol","53.384833","ai-credits","0.01","0.533848","0.533848","0.000000","3000","contoso-eng","","Data Platform","0","0"
"2026-05-12","bwestbrook","copilot","copilot_ai_credit","GPT-5.4","28.271064","ai-credits","0.01","0.282711","0.282711","0.000000","7000","contoso-digital","","Member Digital","0","0"
"2026-05-12","cashcombe","copilot","copilot_ai_credit","GPT-5.6 Terra","198.750851","ai-credits","0.01","1.987509","1.987509","0.000000","7000","contoso-data","","Member Digital","0","0"
"2026-05-12","cnaseby","copilot","copilot_ai_credit","GPT-5.6 Luna","197.553715","ai-credits","0.01","1.975537","1.975537","0.000000","7000","contoso-digital","","Member Digital","0","0"
"2026-05-12","cfitzgerald","copilot","copilot_ai_credit","GPT-5.4","243.308098","ai-credits","0.01","2.433081","2.433081","0.000000","3000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","cfitzgerald","copilot","copilot_ai_credit","Claude Sonnet 5","285.250642","ai-credits","0.01","2.852506","2.852506","0.000000","3000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","cfitzgerald","copilot","copilot_ai_credit","Claude Opus 5","115.583216","ai-credits","0.01","1.155832","1.155832","0.000000","3000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","cwaverley","copilot","copilot_ai_credit","GPT-5.6 Terra","400.061868","ai-credits","0.01","4.000619","4.000619","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-12","cwaverley","copilot","copilot_ai_credit","Claude Opus 5","860.695364","ai-credits","0.01","8.606954","8.606954","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-12","cwaverley","copilot","copilot_ai_credit","GPT-5.6 Terra","188.401683","ai-credits","0.01","1.884017","1.884017","0.000000","3000","contoso-data","","Data Platform","0","0"
"2026-05-12","cthorncroft","copilot","copilot_ai_credit","Claude Sonnet 5","27.610511","ai-credits","0.01","0.276105","0.276105","0.000000","3000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-12","cthorncroft","copilot","coding_agent_ai_credit","Coding Agent model","66.962954","ai-credits","0.01","0.669630","0.669630","0.000000","3000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-12","cthorncroft","copilot","copilot_ai_credit","GPT-5.6 Terra","69.739045","ai-credits","0.01","0.697390","0.697390","0.000000","3000","contoso-eng","","Core Infrastructure","0","0"
"2026-05-12","ckembleford","copilot","coding_agent_ai_credit","Coding Agent model","107.222072","ai-credits","0.01","1.072221","1.072221","0.000000","7000","contoso-eng","","Clinical Systems","0","0"
"2026-05-12","ckembleford","copilot","copilot_ai_credit","Gemini 3.1 Pro","82.955606","ai-credits","0.01","0.829556","0.829556","0.000000","7000","contoso-eng","","Clinical Systems","0","0"
"2026-05-12","dnetherby","copilot","copilot_ai_credit","Claude Sonnet 5","133.884145","ai-credits","0.01","1.338841","1.338841","0.000000","7000","contoso-digital","","Core Infrastructure","0","0"
"2026-05-12","dwolstenholme","copilot","copilot_ai_credit","GPT-5.6 Luna","27.643649","ai-credits","0.01","0.276436","0.276436","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","dwolstenholme","copilot","copilot_ai_credit","GPT-5.4","15.115601","ai-credits","0.01","0.151156","0.151156","0.000000","7000","contoso-eng","","Claims Platform","0","0"
"2026-05-12","dbeauchamp","copilot","copilot_ai_credit","Claude Sonnet 5","114.589817","ai-credits","0.01","1.145898","1.145898","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-12","dbeauchamp","copilot","copilot_ai_credit","Claude Sonnet 5","220.181924","ai-credits","0.01","2.201819","2.201819","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-12","dbeauchamp","copilot","copilot_ai_credit","Claude Sonnet 5","197.261132","ai-credits","0.01","1.972611","1.972611","0.000000","3000","contoso-data","","Digital Engineering","0","0"
"2026-05-12","dblackwood","copilot","copilot_ai_credit","GPT-5.6 Terra","256.180946","ai-credits","0.01","2.561809","2.561809","0.000000","7000","contoso-data","","Digital Engineering","0","0"
